ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
LANIEBO01 ,1981,Bob,Lanier,MIL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
LEAVEAL01 ,1981,Allen,Leavell,HOU,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
LEERO01   ,1981,Ron,Lee,DET,gp-mb,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-mr,fta-r,ftm-r,tpa-b,tpm-r,NO
LEERO02   ,1981,Rock,Lee,SDC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LESTERO01 ,1981,Ronnie,Lester,CHI,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LISTEAL01 ,1981,Alton,Lister,MIL,gp-mb,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LLOYDLE01 ,1981,Lewis,Lloyd,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LLOYDSC01 ,1981,Scott,Lloyd,DAL,gp-mb,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-mr,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LODERKE01 ,1981,Kevin,Loder,KCK,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LONGJO01  ,1981,John,Long,DET,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LUCASJO01 ,1981,John,Lucas,WA1,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LUCASMA01 ,1981,Maurice,Lucas,NYK,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MACKLRU01 ,1981,Rudy,Macklin,ATL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MACKOL01  ,1981,Ollie,Mack,DAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MACYKY01  ,1981,Kyle,Macy,PHO,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MAHORRI01 ,1981,Rick,Mahorn,WA1,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MALONMO01 ,1981,Moses,Malone,HOU,gp-mb,minutes-mb,pts-mb,oreb-mb,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-mr,tpm-mr,YES
MATTHWE01 ,1981,Wes,Matthews,ATL,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MAXWECE01 ,1981,Cedric,Maxwell,BOS,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MAYSC01   ,1981,Scott,May,MIL,gp-b,minutes-r,pts-b,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MCADOBO01 ,1981,Bob,Mcadoo,LAL,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MCCULJO01 ,1981,John,Mccullough,PHO,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCDOWHA01 ,1981,Hank,Mcdowell,GSW,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCELRJI01 ,1981,Jim,Mcelroy,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCGEEMI01 ,1981,Mike,Mcgee,LAL,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCGINGE01 ,1981,George,Mcginnis,IND,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
MCHALKE01 ,1981,Kevin,Mchale,BOS,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MCKENKE01 ,1981,Kevin,Mckenna,LAL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCKINBI01 ,1981,Billy,Mckinney,DEN,gp-mb,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MCMILTO01 ,1981,Tom,Mcmillen,ATL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MERIWJO01 ,1981,Joe,Meriweather,KCK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MITCHMI01 ,1981,Mike,Mitchell,CLE,gp-r,minutes-r,pts-b,oreb-b,dreb-mr,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MITCHMI01 ,1981,Mike,Mitchell,TOT,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-mb,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MITCHMI01 ,1981,Mike,Mitchell,SAS,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MIXST01   ,1981,Steve,Mix,PHI,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-r,stl-b,blk-r,pf-r,fga-r,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MOKESPA01 ,1981,Paul,Mokeski,CLE,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOKESPA01 ,1981,Paul,Mokeski,TOT,gp-b,minutes-r,pts-mr,oreb-r,dreb-b,reb-r,asts-mr,stl-r,blk-b,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOKESPA01 ,1981,Paul,Mokeski,DET,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MONCRSI01 ,1981,Sidney,Moncrief,MIL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-mb,ftm-mb,tpa-mr,tpm-mr,YES
MOOREJO01 ,1981,Johnny,Moore,SAS,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-mb,stl-b,blk-mr,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MOORELO01 ,1981,Lowes,Moore,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MURPHCA01 ,1981,Calvin,Murphy,HOU,gp-b,minutes-b,pts-b,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-r,ftm-b,tpa-mr,tpm-mr,NO
NANCELA01 ,1981,Larry,Nance,PHO,gp-mb,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
NATERSW01 ,1981,Swen,Nater,SDC,gp-mr,minutes-mr,pts-r,oreb-r,dreb-b,reb-r,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
NATTCA01  ,1981,Calvin,Natt,POR,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
NEWLIMI01 ,1981,Mike,Newlin,NYK,gp-mb,minutes-b,pts-b,oreb-r,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
NICKSCA01 ,1981,Carl,Nicks,UTA,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-r,asts-r,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
NIMPHKU01 ,1981,Kurt,Nimphius,DAL,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
NIXONNO01 ,1981,Norm,Nixon,LAL,gp-mb,minutes-mb,pts-b,oreb-r,dreb-r,reb-r,asts-mb,stl-b,blk-mr,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
OKORMI01  ,1981,Mike,O'koren,NJN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
OLBERMA01 ,1981,Mark,Olberding,SAS,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
OLDHAJA01 ,1981,Jawann,Oldham,HOU,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ORRLO01   ,1981,Louis,Orr,IND,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
OWENSTO01 ,1981,Tom,Owens,IND,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
PARISRO01 ,1981,Robert,Parish,BOS,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,YES
PARKESO01 ,1981,Sonny,Parker,GSW,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
PAULTBI01 ,1981,Billy,Paultz,HOU,gp-b,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PAXSOJI01 ,1981,Jim,Paxson,POR,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-mb,fta-b,ftm-b,tpa-r,tpm-mr,NO
PELLOSA01 ,1981,Sam,Pellom,ATL,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
PHEGLRO01 ,1981,Roger,Phegley,CLE,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PHEGLRO01 ,1981,Roger,Phegley,SAS,gp-b,minutes-r,pts-r,oreb-r,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PHEGLRO01 ,1981,Roger,Phegley,TOT,gp-mb,minutes-r,pts-b,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-mr,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-r,tpm-mr,NO
POQUEBE01 ,1981,Ben,Poquette,UTA,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
RADFOMA01 ,1981,Mark,Radford,SEA,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
RAINSED01 ,1981,Ed,Rains,SAS,gp-r,minutes-r,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RAMBIKU01 ,1981,Kurt,Rambis,LAL,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
RANSEKE01 ,1981,Kelvin,Ransey,POR,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
RAYJA01   ,1981,Jamesearl,Ray,DEN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
REIDRO01  ,1981,Robert,Reid,HOU,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
RESTAKE01 ,1981,Kevin,Restani,SAS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RESTAKE01 ,1981,Kevin,Restani,TOT,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RESTAKE01 ,1981,Kevin,Restani,CLE,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RICHACL01 ,1981,Clint,Richardson,PHI,gp-mb,minutes-r,pts-r,oreb-r,dreb-mr,reb-r,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
RICHAMI01 ,1981,Michealray,Richardson,NYK,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-mb,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,YES
ROBEYRI01 ,1981,Rick,Robey,BOS,gp-mb,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
ROBINBI01 ,1981,Bill,Robinzine,UTA,gp-b,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
ROBINCL01 ,1981,Cliff,Robinson,KCK,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
ROBINCL01 ,1981,Cliff,Robinson,CLE,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-r,fga-b,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
ROBINCL01 ,1981,Cliff,Robinson,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
ROBINJA01 ,1981,Jackie,Robinson,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROBINTR01 ,1981,Truck,Robinson,PHO,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
ROBISDA01 ,1981,Dave,Robisch,DEN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROCHEJO01 ,1981,John,Roche,DEN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-b,NO
ROLLITR01 ,1981,Tree,Rollins,ATL,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-r,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
ROMARLO01 ,1981,Lorenzo,Romar,GSW,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-mr,asts-b,stl-b,blk-r,pf-r,fga-r,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
ROUNDDA01 ,1981,Dan,Roundfield,ATL,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
RULANJE01 ,1981,Jeff,Ruland,WA1,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
RUSSECA02 ,1981,Campy,Russell,NYK,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
SCALEDE01 ,1981,Dewayne,Scales,NYK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SCHAYDA01 ,1981,Danny,Schayes,UTA,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SCOTTAL01 ,1981,Alvin,Scott,PHO,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SHELTCR01 ,1981,Craig,Shelton,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SHELTLO01 ,1981,Lonnie,Shelton,SEA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
SHORTPU01 ,1981,Purvis,Short,GSW,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
SICHTJE01 ,1981,Jerry,Sichting,IND,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SIKMAJA01 ,1981,Jack,Sikma,SEA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
SILASJA01 ,1981,James,Silas,CLE,gp-b,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-r,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SMITHJI01 ,1981,Jim,Smith,SDC,gp-mb,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-b,fga-mr,fgm-mr,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
SMITHLA01 ,1981,Larry,Smith,GSW,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-mb,fga-r,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
SMITHPH01 ,1981,Phil,Smith,SEA,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SMITHPH01 ,1981,Phil,Smith,TOT,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
SMITHPH01 ,1981,Phil,Smith,SDC,gp-r,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SMITHRA01 ,1981,Randy,Smith,NYK,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SMITHRO01 ,1981,Robert,Smith,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SOBERRI01 ,1981,Ricky,Sobers,CHI,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
SPANAJI01 ,1981,Jim,Spanarkel,DAL,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SPARRRO01 ,1981,Rory,Sparrow,ATL,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SPRIGLA01 ,1981,Larry,Spriggs,HOU,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
STACOKE01 ,1981,Kevin,Stacom,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
TAYLOBR01 ,1981,Brian,Taylor,SDC,gp-r,minutes-b,pts-r,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
TERRYCA01 ,1981,Carlos,Terry,WA1,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
THEUSRE01 ,1981,Reggie,Theus,CHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
THOMAIS01 ,1981,Isiah,Thomas,DET,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-r,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-r,YES
