ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
ELMORLE01 ,1981,Len,Elmore,NJN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
ENGLIAL01 ,1981,Alex,English,DEN,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,YES
ERVINJU01 ,1981,Julius,Erving,PHI,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,YES
EVANSMI01 ,1981,Mike,Evans,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EVANSMI01 ,1981,Mike,Evans,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EVANSMI01 ,1981,Mike,Evans,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FERNSER01 ,1981,Eric,Fernsten,BOS,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FORDCH01  ,1981,Chris,Ford,BOS,gp-mb,minutes-b,pts-r,oreb-r,dreb-mr,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
FORDDO01  ,1981,Don,Ford,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FORDPH01  ,1981,Phil,Ford,KCK,gp-mb,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
FREEWO01  ,1981,World,Free,GSW,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-b,tpm-r,NO
GALEMI01  ,1981,Mike,Gale,GSW,gp-mb,minutes-b,pts-r,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-mr,ftm-r,tpa-mr,tpm-mr,NO
GARRECA01 ,1981,Calvin,Garrett,HOU,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
GERVIGE01 ,1981,George,Gervin,SAS,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-r,tpm-r,YES
GILMOAR01 ,1981,Artis,Gilmore,CHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-mb,ftm-b,tpa-mr,tpm-mr,YES
GLENNMI01 ,1981,Mike,Glenn,ATL,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GMINSMI01 ,1981,Mike,Gminski,NJN,gp-b,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GONDRGL01 ,1981,Glen,Gondrezick,DEN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GREENDA01 ,1981,David,Greenwood,CHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GREENRI01 ,1981,Rickey,Green,UTA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-mb,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GREVEKE01 ,1981,Kevin,Grevey,WA1,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
GRIFFDA01 ,1981,Darrell,Griffith,UTA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-b,ftm-b,tpa-r,tpm-r,NO
GRIFFPA01 ,1981,Paul,Griffin,SAS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
GROSSBO01 ,1981,Bob,Gross,POR,gp-b,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GRUNFER01 ,1981,Ernie,Grunfeld,KCK,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GUDMUPE01 ,1981,Petur,Gudmundsson,POR,gp-mb,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-r,stl-mr,blk-b,pf-b,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HAGANGL01 ,1981,Glenn,Hagan,DET,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HANZLBI01 ,1981,Bill,Hanzlik,SEA,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HARDYAL01 ,1981,Alan,Hardy,DET,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HARDYJA01 ,1981,James,Hardy,UTA,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HARPEMI01 ,1981,Mike,Harper,POR,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
HASSEJO01 ,1981,Joey,Hassett,GSW,gp-mb,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
HAWESST01 ,1981,Steve,Hawes,ATL,gp-r,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HAYESEL01 ,1981,Elvin,Hayes,HOU,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HAYESST01 ,1981,Steve,Hayes,TOT,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HAYESST01 ,1981,Steve,Hayes,DET,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HAYESST01 ,1981,Steve,Hayes,SAS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HAYWOSP01 ,1981,Spencer,Haywood,WA1,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HENDEGE01 ,1981,Gerald,Henderson,BOS,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HENDETO01 ,1981,Tom,Henderson,HOU,gp-mb,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HERROKE01 ,1981,Keith,Herron,CLE,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HIGGSKE01 ,1981,Kenny,Higgs,DEN,gp-mb,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HILLAR01  ,1981,Armond,Hill,SDC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HILLAR01  ,1981,Armond,Hill,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HILLAR01  ,1981,Armond,Hill,TOT,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLABR01 ,1981,Brad,Holland,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLABR01 ,1981,Brad,Holland,WA1,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLABR01 ,1981,Brad,Holland,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLILI01 ,1981,Lionel,Hollins,PHI,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HORDGCE01 ,1981,Cedrick,Hordges,DEN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HUBBAPH01 ,1981,Phil,Hubbard,DET,gp-b,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-r,pf-b,fga-r,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HUBBAPH01 ,1981,Phil,Hubbard,CLE,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HUBBAPH01 ,1981,Phil,Hubbard,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-r,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HUSTOGE01 ,1981,Geoff,Huston,CLE,gp-mb,minutes-mb,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
ISSELDA01 ,1981,Dan,Issel,DEN,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-mb,fta-mb,ftm-mb,tpa-mr,tpm-mr,NO
JACKSTR01 ,1981,Tracy,Jackson,TOT,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JACKSTR01 ,1981,Tracy,Jackson,CHI,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JACKSTR01 ,1981,Tracy,Jackson,BOS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSCL01 ,1981,Clemon,Johnson,IND,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSCL02 ,1981,Clay,Johnson,LAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSDE01 ,1981,Dennis,Johnson,PHO,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,YES
JOHNSED02 ,1981,Eddie,Johnson,ATL,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
JOHNSED03 ,1981,Eddie,Johnson,KCK,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
JOHNSFR01 ,1981,Frank,Johnson,WA1,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-r,NO
JOHNSGE01 ,1981,George,Johnson,SAS,gp-mb,minutes-b,pts-mr,oreb-b,dreb-b,reb-b,asts-r,stl-mr,blk-b,pf-mb,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSGE03 ,1981,George,Johnson,IND,gp-b,minutes-r,pts-r,oreb-b,dreb-r,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSJO01 ,1981,John,Johnson,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSMA01 ,1981,Magic,Johnson,LAL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-mb,stl-mb,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,YES
JOHNSMA02 ,1981,Marques,Johnson,MIL,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSMI01 ,1981,Mickey,Johnson,MIL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSOL01 ,1981,Ollie,Johnson,PHI,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSRE01 ,1981,Reggie,Johnson,SAS,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSRE01 ,1981,Reggie,Johnson,CLE,gp-mr,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSRE01 ,1981,Reggie,Johnson,KCK,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSRE01 ,1981,Reggie,Johnson,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSST01 ,1981,Steve,Johnson,KCK,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSVI01 ,1981,Vinnie,Johnson,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSVI01 ,1981,Vinnie,Johnson,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSVI01 ,1981,Vinnie,Johnson,DET,gp-b,minutes-r,pts-b,oreb-b,dreb-mr,reb-r,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JONESBO01 ,1981,Bobby,Jones,PHI,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
JONESCA01 ,1981,Caldwell,Jones,PHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESDW01 ,1981,Dwight,Jones,CHI,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESED02 ,1981,Edgar,Jones,DET,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JONESMA01 ,1981,Major,Jones,HOU,gp-b,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
JORDAED01 ,1981,Eddie,Jordan,LAL,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JUDKIJE01 ,1981,Jeff,Judkins,DET,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KEACL01   ,1981,Clarence,Kea,DAL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KELLERI01 ,1981,Rich,Kelley,PHO,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KELSEGR01 ,1981,Greg,Kelser,DET,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KELSEGR01 ,1981,Greg,Kelser,SEA,gp-r,minutes-mr,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
KELSEGR01 ,1981,Greg,Kelser,TOT,gp-b,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KENONLA01 ,1981,Larry,Kenon,CHI,gp-b,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
KINGAL01  ,1981,Albert,King,NJN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KINGBE01  ,1981,Bernard,King,GSW,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-mb,fga-b,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,YES
KINGRE01  ,1981,Reggie,King,KCK,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KNIGHBI01 ,1981,Billy,Knight,IND,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
KNIGHTO01 ,1981,Toby,Knight,NYK,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KRAMEJO01 ,1981,Joel,Kramer,PHO,gp-b,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-r,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KUNNEKE01 ,1981,Kevin,Kunnert,POR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KUPCHMI01 ,1981,Mitch,Kupchak,LAL,gp-r,minutes-r,pts-r,oreb-r,dreb-b,reb-b,asts-mr,stl-mr,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LACEYSA01 ,1981,Sam,Lacey,KCK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LACEYSA01 ,1981,Sam,Lacey,NJN,gp-b,minutes-r,pts-mr,oreb-mr,dreb-r,reb-mr,asts-r,stl-mr,blk-b,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LACEYSA01 ,1981,Sam,Lacey,TOT,gp-b,minutes-r,pts-mr,oreb-mr,dreb-r,reb-r,asts-r,stl-r,blk-b,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAGARTO01 ,1981,Tom,Lagarde,DAL,gp-r,minutes-r,pts-r,oreb-r,dreb-b,reb-b,asts-mr,stl-mr,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
LAIMBBI01 ,1981,Bill,Laimbeer,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LAIMBBI01 ,1981,Bill,Laimbeer,CLE,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LAIMBBI01 ,1981,Bill,Laimbeer,DET,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LAMBEJO01 ,1981,John,Lambert,KCK,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAMBEJO01 ,1981,John,Lambert,TOT,gp-b,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAMBEJO01 ,1981,John,Lambert,SAS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAMPJE01  ,1981,Jeff,Lamp,POR,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-r,fta-mr,ftm-r,tpa-mr,tpm-mr,NO
LANDSMA01 ,1981,Mark,Landsberger,LAL,gp-mb,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-mr,pf-b,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
